,Prediction,Y,Name,Best Candidate,Error,Line,Start,End
201,"(56, 36)","(60.0, 100.0)",russian,"(38.45047, -123.12945)",8381.956384044106,18,2083,2090
202,"(56, 36)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,18,2211,2217
203,"(60, 40)","(39.76, -98.5)",us,"(62.49536, 11.22807)",7053.970804604278,18,139,141
204,"(60, 40)","(39.76, -98.5)",us,"(62.49536, 11.22807)",7053.970804604278,18,389,391
205,"(60, 40)","(39.76, -98.5)",us,"(62.49536, 11.22807)",7053.970804604278,18,666,668
206,"(60, 42)","(39.76, -98.5)",us,"(62.49536, 11.22807)",7053.970804604278,18,1040,1042
207,"(-26, 16)","(39.76, -98.5)",us,"(-27.7, 18.71667)",14179.975839820898,18,1338,1340
208,"(56, 82)","(39.76, -98.5)",us,"(62.49536, 11.22807)",7053.970804604278,18,1792,1794
209,"(50, -126)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,19,25,34
210,"(46, -68)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,19,842,851
211,"(60, -96)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,19,415,421
212,"(50, -124)","(39.76, -98.5)",us,"(62.49536, 11.22807)",7053.970804604278,19,1340,1342
213,"(52, -2)","(51.16667, -0.18333)",gatwick,"(51.16667, -0.18333)",0.0,20,219,226
214,"(52, -2)","(52.16045, -0.70312)",england,"(52.16045, -0.70312)",0.0,20,36,43
215,"(52, -2)","(52.16045, -0.70312)",england,"(52.16045, -0.70312)",0.0,20,559,566
216,"(52, -2)","(51.50853, -0.12574)",london,"(51.49227, -0.30864)",12.792363846659397,20,98,104
217,"(52, -2)","(51.50853, -0.12574)",london,"(51.49227, -0.30864)",12.792363846659397,20,139,145
218,"(52, -2)","(51.50853, -0.12574)",london,"(51.49227, -0.30864)",12.792363846659397,20,1302,1308
219,"(52, 0)","(51.50853, -0.12574)",london,"(51.49227, -0.30864)",12.792363846659397,20,1363,1369
220,"(52, 0)","(51.50853, -0.12574)",london,"(51.49227, -0.30864)",12.792363846659397,20,1572,1578
221,"(52, -2)","(51.47115, -0.45649)",heathrow,"(51.47115, -0.45649)",0.0,20,206,214
222,"(52, -2)","(51.47115, -0.45649)",heathrow,"(51.47115, -0.45649)",0.0,20,832,840
223,"(52, -2)","(51.47115, -0.45649)",heathrow,"(51.47115, -0.45649)",0.0,20,1016,1024
224,"(54, -6)","(54.75844, -2.69531)",uk,"(54.75844, -2.69531)",0.0,20,1916,1918
225,"(52, 0)","(55.95206, -3.19648)",edinburgh,"(55.94973, -3.19333)",0.32503045806037434,20,2217,2226
226,"(52, 0)","(57.14369, -2.09814)",aberdeen,"(57.16667, -2.66667)",34.391748668611285,20,2228,2236
227,"(38, -122)","(37.77493, -122.41942)",san francisco,"(37.77493, -122.41942)",0.0,21,91,104
228,"(38, -120)","(37.25022, -119.75126)",california,"(37.25022, -119.75126)",0.0,21,420,430
229,"(38, -120)","(37.25022, -119.75126)",california,"(37.25022, -119.75126)",0.0,21,878,888
230,"(38, -120)","(37.25022, -119.75126)",california,"(37.25022, -119.75126)",0.0,21,1288,1298
231,"(42, 28)","(39.0, 35.0)",turkey,"(39.0, 35.0)",0.0,22,30,36
232,"(42, 28)","(39.0, 35.0)",turkey,"(39.0, 35.0)",0.0,22,1355,1361
233,"(42, 28)","(39.0, 35.0)",turkey,"(39.0, 35.0)",0.0,22,1456,1462
234,"(42, 28)","(38.73222, 35.48528)",kayseri,"(38.73695, 35.49683)",1.1318110734242675,22,218,225
235,"(42, 28)","(38.73222, 35.48528)",kayseri,"(38.73695, 35.49683)",1.1318110734242675,22,615,622
236,"(42, 28)","(39.0, 35.0)",anatolia,"(39.0, 35.0)",0.0,22,677,685
237,"(42, 28)","(41.01384, 28.94966)",istanbul,"(41.01384, 28.94966)",0.0,22,542,550
238,"(42, 28)","(41.01384, 28.94966)",istanbul,"(41.01384, 28.94966)",0.0,22,1184,1192
239,"(50, 8)","(51.5, 10.5)",german,"(51.5, 10.5)",0.0,23,14,20
240,"(50, 8)","(51.5, 10.5)",german,"(51.5, 10.5)",0.0,23,1367,1373
241,"(50, 8)","(33.0, 44.0)",iraqi,"(32.52088, 66.97754)",2145.58096502931,23,21,26
242,"(50, 8)","(33.0, 44.0)",iraqi,"(32.52088, 66.97754)",2145.58096502931,23,1203,1208
243,"(50, 8)","(49.4275, 8.34361)",ludwigshafen,"(49.47806, 8.39083)",6.5789079556349614,23,82,94
244,"(50, 8)","(49.4275, 8.34361)",ludwigshafen,"(49.47806, 8.39083)",6.5789079556349614,23,882,894
245,"(50, 8)","(49.4275, 8.34361)",ludwigshafen,"(49.47806, 8.39083)",6.5789079556349614,23,1187,1199
246,"(50, 8)","(49.0, 11.5)",bavaria,"(49.0, 11.5)",0.0,23,1515,1522
247,"(50, 8)","(49.97704, 9.15214)",aschaffenburg,"(50.02639, 9.23167)",7.903000149093699,23,1483,1496
248,"(50, 8)","(49.66667, 7.5)",rhineland-palatinate,"(49.66667, 7.5)",0.0,23,912,932
249,"(50, 8)","(51.5, 10.5)",germany,"(51.5, 10.5)",0.0,23,1597,1604
250,"(42, 12)","(41.89193, 12.51133)",rome,"(41.96667, 12.66667)",15.308097817902347,24,14,18
251,"(42, -4)","(40.4165, -3.70256)",madrid,"(40.42526, -3.69063)",1.4035078044755074,25,237,243
252,"(42, -4)","(40.0, -4.0)",spanish,"(46.20007, -82.34984)",6137.407004208396,25,20,27
253,"(42, -4)","(40.0, -4.0)",spanish,"(46.20007, -82.34984)",6137.407004208396,25,567,574
254,"(42, -4)","(46.0, 2.0)",french,"(49.30494, 1.21706)",372.2413951602369,25,1029,1035
255,"(40, -104)","(-30.0, -71.0)",chile,"(-30.0, -71.0)",0.0,26,924,929
256,"(8, 16)","(51.5, 10.5)",germany,"(51.5, 10.5)",0.0,26,184,191
257,"(32, 52)","(32.0, 53.0)",iran,"(32.0, 53.0)",0.0,26,214,218
258,"(-34, 148)","(-25.0, 135.0)",australia,"(-25.0, 135.0)",0.0,26,552,561
259,"(46, -66)","(34.09834, -118.32674)",hollywood,"(34.09834, -118.32674)",0.0,26,1195,1204
260,"(54, 158)","(-45.0, -130.0)",south pacific,"(46.47215, -112.24029)",10322.11027083644,26,591,604
261,"(30, -92)","(40.0, -4.0)",spanish,"(46.20007, -82.34984)",6137.407004208396,26,985,992
262,"(62, -46)","(60.10867, -113.64258)",canadian,"(35.54244, -97.98238)",2954.709105424094,26,758,766
263,"(34, -120)","(45.43713, 12.33265)",venice,"(33.99084, -118.46008)",9894.236059341145,26,695,701
264,"(22, 86)","(43.55135, 7.01275)",cannes,"(43.5525, 7.02139)",0.7081293290336222,26,819,825
265,"(50, 2)","(46.0, 2.0)",france,"(46.0, 2.0)",0.0,27,61,67
266,"(50, 2)","(46.0, 2.0)",french,"(49.30494, 1.21706)",372.2413951602369,27,250,256
267,"(50, 2)","(46.0, 2.0)",french,"(49.30494, 1.21706)",372.2413951602369,27,367,373
