,Prediction,Y,Name,Best Candidate,Error,Line,Start,End
52,"(10, 6)","(10.0, 8.0)",nigeria,"(10.0, 8.0)",0.0,4,1752,1759
53,"(10, 6)","(7.1881, 21.09375)",africa,"(7.1881, 21.09375)",0.0,4,369,375
54,"(10, 6)","(7.1881, 21.09375)",africa,"(7.1881, 21.09375)",0.0,4,916,922
55,"(10, 6)","(10.0, 8.0)",nigeria,"(10.0, 8.0)",0.0,4,215,222
56,"(10, 6)","(7.1881, 21.09375)",africa,"(7.1881, 21.09375)",0.0,4,227,233
57,"(10, 6)","(9.05785, 7.49508)",abuja,"(9.05785, 7.49508)",0.0,4,86,91
58,"(56, 36)","(60.0, 100.0)",russian,"(38.45047, -123.12945)",8381.956384044106,5,0,7
59,"(56, 36)","(60.0, 100.0)",russian,"(38.45047, -123.12945)",8381.956384044106,5,1713,1720
60,"(56, 36)","(60.0, 100.0)",russian,"(38.45047, -123.12945)",8381.956384044106,5,1488,1495
61,"(56, 36)","(60.0, 100.0)",russian,"(38.45047, -123.12945)",8381.956384044106,5,76,83
62,"(56, 36)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,5,1000,1006
63,"(56, 36)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,5,454,460
64,"(56, 36)","(60.0, 100.0)",russian,"(38.45047, -123.12945)",8381.956384044106,5,1132,1139
65,"(54, 54)","(34.09834, -118.32674)",hollywood,"(34.09834, -118.32674)",0.0,5,228,237
66,"(36, -82)","(38.21507, -85.75913)",louisville,"(38.25424, -85.75941)",4.356801097011544,6,3957,3967
67,"(10, -84)","(33.45484, -88.78866)",mississippi,"(32.75041, -89.75036)",119.02799625139237,6,1620,1631
68,"(36, -90)","(33.45484, -88.78866)",mississippi,"(35.7639, -90.05417)",281.73974489043485,6,2828,2839
69,"(36, -90)","(33.45484, -88.78866)",mississippi,"(35.7639, -90.05417)",281.73974489043485,6,3828,3839
70,"(36, -90)","(33.45484, -88.78866)",mississippi,"(35.7639, -90.05417)",281.73974489043485,6,3914,3925
71,"(38, -80)","(38.21507, -85.75913)",louisville,"(38.25424, -85.75941)",4.356801097011544,6,2966,2976
72,"(36, -80)","(35.50069, -80.00032)",north carolina,"(35.50069, -80.00032)",0.0,6,3073,3087
73,"(40, -84)","(38.21507, -85.75913)",louisville,"(38.25424, -85.75941)",4.356801097011544,6,631,641
74,"(-36, 144)","(38.21507, -85.75913)",louisville,"(38.25424, -85.75941)",4.356801097011544,6,1827,1837
75,"(40, -86)","(39.96118, -82.99879)",columbus,"(39.96118, -82.99879)",0.0,6,283,291
76,"(40, -86)","(40.25034, -83.00018)",ohio,"(40.25034, -83.00018)",0.0,6,293,297
77,"(40, -86)","(39.96118, -82.99879)",columbus,"(39.96118, -82.99879)",0.0,6,221,229
78,"(40, -86)","(40.25034, -83.00018)",ohio,"(40.25034, -83.00018)",0.0,6,231,235
79,"(40, -84)","(41.66704, -72.66648)",connecticut,"(41.66704, -72.66648)",0.0,6,102,113
80,"(40, -86)","(33.45484, -88.78866)",mississippi,"(32.75041, -89.75036)",119.02799625139237,6,480,491
81,"(-36, 142)","(39.76, -98.5)",american,"(-23.82306, 35.34722)",15371.581114304541,6,1786,1794
82,"(42, 12)","(41.89193, 12.51133)",rome,"(41.96667, 12.66667)",15.308097817902347,7,738,742
83,"(42, 12)","(41.90221, 12.45305)",st. peter's basilica,"(41.90221, 12.45305)",0.0,7,63,83
84,"(24, 58)","(21.0, 57.0)",oman,"(21.0, 57.0)",0.0,8,642,646
85,"(24, 56)","(21.0, 57.0)",omani,"(21.0, 57.0)",0.0,8,585,590
86,"(32, -88)","(23.58413, 58.40778)",muscat,"(23.5835, 58.40366)",0.42578264066324417,8,17,23
87,"(18, 54)","(17.01505, 54.09237)",salalah,"(17.01505, 54.09237)",0.0,8,738,745
88,"(40, 30)","(23.58413, 58.40778)",muscat,"(23.5835, 58.40366)",0.42578264066324417,8,0,6
89,"(40, -92)","(40.00032, -89.25037)",illinois,"(40.00032, -89.25037)",0.0,9,2082,2090
90,"(34, -8)","(38.89704, -77.03655)",white house,"(33.58831, -7.61138)",6104.62202338923,9,554,565
91,"(40, -92)","(40.71427, -74.00597)",new york,"(43.00035, -75.4999)",282.77851103616257,9,1800,1808
92,"(42, -74)","(40.66871, -73.52707)",bellmore,"(40.66871, -73.52707)",0.0,10,1102,1110
93,"(42, -74)","(40.66788, -73.05428)",fire island,"(40.6476, -73.14595)",8.057113422451705,10,204,215
94,"(42, -74)","(40.9126, -73.30095)",fort salonga,"(40.9126, -73.30095)",0.0,10,898,910
95,"(34, -118)","(40.63871, -73.64013)",oceanside,"(33.19587, -117.37948)",3934.862481442104,10,136,145
96,"(26, -78)","(35.0, 20.0)",mediterranean,"(35.33549, 25.13111)",467.97796018915926,10,92,105
97,"(16, 120)","(14.6042, 120.9822)",manila,"(14.6042, 120.9822)",0.0,11,205,211
98,"(16, 120)","(13.0, 122.0)",philippines,"(13.0, 122.0)",0.0,11,167,178
99,"(16, 120)","(14.6042, 120.9822)",manila,"(14.6042, 120.9822)",0.0,11,159,165
100,"(16, 120)","(14.6042, 120.9822)",manila,"(14.6042, 120.9822)",0.0,11,14,20
101,"(-28, 152)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,5085,5087
102,"(36, 32)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,3082,3084
103,"(52, -2)","(50.85045, 4.34878)",brussels,"(50.85045, 4.34878)",0.0,12,432,440
104,"(36, 32)","(50.85045, 4.34878)",brussels,"(50.85045, 4.34878)",0.0,12,5192,5200
105,"(52, 4)","(50.75, 4.5)",belgium,"(50.75, 4.5)",0.0,12,442,449
106,"(-28, 152)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,1458,1460
107,"(48, 6)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,3954,3960
108,"(48, 6)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,3469,3475
109,"(36, 32)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,3027,3033
110,"(36, 32)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,2927,2933
111,"(52, 8)","(48.69096, 9.14062)",european,"(48.92699, 31.47799)",1630.5277861176437,12,1277,1285
112,"(-28, 152)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,1153,1155
113,"(-28, 152)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,474,476
114,"(48, 6)","(46.0, 2.0)",france,"(46.0, 2.0)",0.0,12,2291,2297
115,"(52, 8)","(48.69096, 9.14062)",european,"(48.92699, 31.47799)",1630.5277861176437,12,1934,1942
116,"(36, 32)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,3996,3998
117,"(36, 32)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,4682,4684
118,"(48, 14)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,2762,2768
119,"(48, 6)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,5486,5492
120,"(48, 6)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,1905,1911
121,"(48, 6)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,2457,2463
122,"(52, -2)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,674,680
123,"(48, 6)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,1016,1022
124,"(52, -2)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,317,323
125,"(52, 4)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,356,362
126,"(48, 6)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,12,12,18
127,"(52, 8)","(48.69096, 9.14062)",european,"(48.92699, 31.47799)",1630.5277861176437,12,948,956
128,"(38, 22)","(39.0, 22.0)",greece,"(39.0, 22.0)",0.0,12,3917,3923
129,"(36, 32)","(35.0, 33.0)",cyprus,"(35.0, 33.0)",0.0,12,3909,3915
130,"(42, -4)","(40.0, -4.0)",spain,"(40.0, -4.0)",0.0,12,3933,3938
131,"(52, -2)","(42.83333, 12.83333)",italy,"(42.83333, 12.83333)",0.0,12,3924,3929
132,"(52, 8)","(48.69096, 9.14062)",european,"(48.92699, 31.47799)",1630.5277861176437,12,908,916
133,"(36, 32)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,4543,4545
134,"(52, 8)","(48.69096, 9.14062)",european,"(48.92699, 31.47799)",1630.5277861176437,12,2699,2707
135,"(48, 6)","(46.0, 2.0)",france,"(46.0, 2.0)",0.0,12,55,61
136,"(-28, 152)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,538,540
137,"(36, 32)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,4944,4946
138,"(-28, 152)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,255,257
139,"(36, 32)","(48.69096, 9.14062)",eu,"(50.04606, 1.42079)",578.8030427782103,12,4226,4228
140,"(36, 50)","(32.0, 53.0)",iran,"(32.0, 53.0)",0.0,13,3414,3418
141,"(40, -96)","(29.95465, -90.07507)",new orleans,"(29.95465, -90.07507)",0.0,13,1685,1696
142,"(36, -82)","(39.76, -98.5)",america,"(39.76, -98.5)",0.0,13,2756,2763
143,"(42, -88)","(39.76, -98.5)",america,"(39.76, -98.5)",0.0,13,2262,2269
144,"(42, -76)","(40.71427, -74.00597)",new york city,"(40.71427, -74.00597)",0.0,13,1279,1292
145,"(38, 126)","(36.5, 127.75)",south korea,"(36.5, 127.75)",0.0,13,370,381
146,"(42, -74)","(39.76, -98.5)",america,"(39.76, -98.5)",0.0,13,385,392
147,"(46, -76)","(29.95465, -90.07507)",new orleans,"(29.95465, -90.07507)",0.0,13,83,94
148,"(42, -74)","(40.71427, -74.00597)",new york,"(43.00035, -75.4999)",282.77851103616257,13,114,122
149,"(42, -88)","(39.76, -98.5)",america,"(39.76, -98.5)",0.0,13,36,43
150,"(60, 100)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,14,2055,2061
151,"(34, -112)","(32.23188, -110.95347)",arizona,"(34.5003, -111.50098)",257.3814486937434,14,1003,1010
152,"(34, -112)","(32.23188, -110.95347)",arizona,"(34.5003, -111.50098)",257.3814486937434,14,614,621
153,"(34, -114)","(38.21507, -85.75913)",louisville,"(38.25424, -85.75941)",4.356801097011544,14,429,439
154,"(34, -114)","(29.42412, -98.49363)",san antonio,"(29.42412, -98.49363)",0.0,14,0,11
155,"(36, 50)","(32.0, 53.0)",iran,"(32.0, 53.0)",0.0,15,558,562
156,"(36, 50)","(32.0, 53.0)",iran,"(32.0, 53.0)",0.0,15,650,654
157,"(36, 50)","(32.0, 53.0)",iran,"(32.0, 53.0)",0.0,15,441,445
158,"(36, 50)","(32.0, 53.0)",iran,"(32.0, 53.0)",0.0,15,9,13
159,"(36, 50)","(32.0, 53.0)",iran,"(32.0, 53.0)",0.0,15,838,842
160,"(36, 50)","(32.0, 53.0)",iran,"(32.0, 53.0)",0.0,15,1057,1061
161,"(36, 50)","(32.0, 53.0)",iran,"(32.0, 53.0)",0.0,15,219,223
162,"(46, -112)","(37.25022, -119.75126)",california,"(37.25022, -119.75126)",0.0,16,1665,1675
163,"(34, -118)","(39.76, -98.5)",american,"(38.5974, -121.50801)",1982.51010295204,16,909,917
164,"(46, -94)","(39.76, -98.5)",american,"(36.57645, -91.58764)",700.2252012950986,16,2335,2343
165,"(54, 18)","(38.20042, -84.87762)",kentucky,"(38.20042, -84.87762)",0.0,16,3570,3578
166,"(26, 54)","(23.75, 54.5)",uae,"(23.75, 54.5)",0.0,16,1913,1916
167,"(26, 54)","(37.91702, -77.10596)",helmet,"(58.01194, 25.89722)",7197.6131917527555,16,623,629
168,"(26, 54)","(39.76, -98.5)",usa,"(39.76, -98.5)",0.0,16,858,861
169,"(26, 54)","(25.0657, 55.17128)",dubai,"(25.07725, 55.30927)",13.96124011447174,16,392,397
170,"(26, 54)","(25.0657, 55.17128)",dubai,"(25.07725, 55.30927)",13.96124011447174,16,469,474
171,"(42, 28)","(25.15757, 55.30364)",meydan racecourse,"(25.15757, 55.30364)",0.0,16,190,207
172,"(26, 54)","(23.75, 54.5)",uae,"(23.75, 54.5)",0.0,16,375,378
173,"(26, 54)","(25.0657, 55.17128)",dubai,"(25.07725, 55.30927)",13.96124011447174,16,0,5
174,"(48, 6)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,16,3546,3552
175,"(26, 54)","(44.07969, -124.13864)",west coast,"(-25.0, 122.0)",13778.05863230512,16,864,874
176,"(38, -120)","(37.25022, -119.75126)",california,"(37.25022, -119.75126)",0.0,16,4177,4187
177,"(48, 6)","(44.07969, -124.13864)",west coast,"(-25.0, 122.0)",13778.05863230512,16,3229,3239
178,"(52, -116)","(44.07969, -124.13864)",west coast,"(-25.0, 122.0)",13778.05863230512,16,2177,2187
179,"(34, 44)","(33.0, 44.0)",iraqi,"(32.52088, 66.97754)",2145.58096502931,17,432,437
180,"(34, 36)","(33.5102, 36.29128)",damascus,"(33.5, 37.38333)",101.28755323222506,17,879,887
181,"(34, 36)","(33.57175, 36.4027)",douma,"(33.57175, 36.4027)",0.0,17,549,554
182,"(34, 36)","(33.527, 36.389)",ghouta,"(33.527, 36.389)",0.0,17,628,634
183,"(34, 36)","(33.57175, 36.4027)",douma,"(33.57175, 36.4027)",0.0,17,662,667
184,"(36, 36)","(35.93062, 36.63393)",idlib,"(35.76667, 36.66667)",18.472891180403362,17,2863,2868
185,"(36, 36)","(35.0, 38.0)",syria,"(35.0, 38.0)",0.0,17,2765,2770
186,"(36, 36)","(33.527, 36.389)",ghouta,"(33.527, 36.389)",0.0,17,2799,2805
187,"(34, 36)","(60.0, 100.0)",russian,"(10.49773, -63.16987)",12037.709480731557,17,2345,2352
188,"(34, 36)","(60.0, 100.0)",russian,"(10.49773, -63.16987)",12037.709480731557,17,2459,2466
189,"(34, 36)","(33.5102, 36.29128)",damascus,"(33.5, 37.38333)",101.28755323222506,17,320,328
190,"(34, 36)","(33.57175, 36.4027)",douma,"(33.57175, 36.4027)",0.0,17,163,168
191,"(34, 36)","(33.527, 36.389)",ghouta,"(33.527, 36.389)",0.0,17,87,93
192,"(34, 36)","(33.527, 36.389)",ghouta,"(33.527, 36.389)",0.0,17,2495,2501
193,"(34, 36)","(33.527, 36.389)",ghouta,"(33.527, 36.389)",0.0,17,1944,1950
194,"(34, 36)","(33.57175, 36.4027)",douma,"(33.57175, 36.4027)",0.0,17,2167,2172
195,"(36, 36)","(55.75222, 37.61556)",moscow,"(55.76167, 37.60667)",1.1892732106257402,17,2433,2439
196,"(42, -76)","(40.99399, -74.30348)",riverdale,"(43.21035, -75.4324)",263.5268508212725,18,1975,1984
197,"(42, -76)","(40.99399, -74.30348)",riverdale,"(43.21035, -75.4324)",263.5268508212725,18,2014,2023
198,"(42, -76)","(40.71427, -74.00597)",new york,"(43.00035, -75.4999)",282.77851103616257,18,2087,2095
199,"(46, -76)","(18.34829, -64.98348)",u.s. virgin islands,"(18.34829, -64.98348)",0.0,18,2599,2618
200,"(42, -76)","(28.75054, -82.5001)",florida,"(28.75054, -82.5001)",0.0,18,1739,1746
201,"(42, -76)","(40.71427, -74.00597)",new york,"(43.00035, -75.4999)",282.77851103616257,18,1940,1948
202,"(42, -76)","(40.16706, -74.49987)",new jersey,"(40.16706, -74.49987)",0.0,18,2481,2491
203,"(42, -76)","(40.99399, -74.30348)",riverdale,"(43.21035, -75.4324)",263.5268508212725,18,2385,2394
204,"(42, -76)","(40.99399, -74.30348)",riverdale,"(43.21035, -75.4324)",263.5268508212725,18,533,542
205,"(42, -76)","(40.16706, -74.49987)",new jersey,"(40.16706, -74.49987)",0.0,18,2321,2331
206,"(36, -118)","(40.86203, -74.54444)",morris county,"(40.86203, -74.54444)",0.0,18,321,334
207,"(36, -118)","(40.86203, -74.54444)",morris county,"(40.86203, -74.54444)",0.0,18,224,237
208,"(42, -76)","(40.99399, -74.30348)",riverdale,"(43.21035, -75.4324)",263.5268508212725,18,78,87
209,"(36, 34)","(51.88921, 0.90421)",colchester,"(51.88921, 0.90421)",0.0,19,1958,1968
210,"(36, 68)","(33.0, 66.0)",afghanistan,"(33.0, 66.0)",0.0,19,2229,2240
211,"(-36, 144)","(33.13906, 35.85869)",middle east,"(33.13906, 35.85869)",0.0,19,2249,2260
212,"(42, -74)","(33.13906, 35.85869)",middle east,"(39.30151, -76.58982)",9379.455194663471,19,931,942
213,"(36, 34)","(53.48095, -2.23743)",manchester,"(53.41667, -2.25)",7.1979439847336755,19,1787,1797
214,"(38, 42)","(30.26715, -97.74306)",austin,"(30.26715, -97.74306)",0.0,19,557,563
215,"(36, 34)","(39.76, -98.5)",american,"(40.828, 14.156)",8765.596565182674,19,634,642
216,"(32, -100)","(31.25044, -99.25061)",texas,"(31.25044, -99.25061)",0.0,19,565,570
217,"(34, 44)","(35.0, 38.0)",syria,"(35.0, 38.0)",0.0,19,998,1003
218,"(40, -92)","(36.52815, 37.95495)",manbij,"(36.52815, 37.95495)",0.0,19,428,434
219,"(36, 36)","(35.0, 38.0)",syria,"(35.0, 38.0)",0.0,19,107,112
220,"(38, 42)","(39.76, -98.5)",us,"(62.49536, 11.22807)",7053.970804604278,19,496,498
221,"(38, 40)","(39.76, -98.5)",us,"(62.49536, 11.22807)",7053.970804604278,19,1699,1701
222,"(36, 36)","(39.76, -98.5)",us,"(62.49536, 11.22807)",7053.970804604278,19,407,409
223,"(52, -98)","(49.8844, -97.14704)",winnipeg,"(49.8844, -97.14704)",0.0,20,4,12
224,"(44, -80)","(43.5789, -79.6583)",mississauga,"(43.5789, -79.6583)",0.0,21,85,96
225,"(44, -80)","(43.75011, -79.78293)",peel,"(43.75011, -79.78293)",0.0,21,0,4
226,"(56, -2)","(52.13238, -106.66892)",saskatoon,"(52.13238, -106.66892)",0.0,22,131,140
227,"(56, -2)","(52.13238, -106.66892)",saskatoon,"(52.13238, -106.66892)",0.0,22,4,13
228,"(52, 16)","(60.0, 100.0)",russian,"(10.49773, -63.16987)",12037.709480731557,23,2943,2950
229,"(52, 16)","(60.0, 100.0)",russian,"(10.49773, -63.16987)",12037.709480731557,23,2678,2685
230,"(52, 16)","(60.0, 100.0)",russian,"(10.49773, -63.16987)",12037.709480731557,23,3077,3084
231,"(52, 16)","(60.0, 100.0)",russian,"(10.49773, -63.16987)",12037.709480731557,23,3123,3130
232,"(-14, -48)","(60.0, 100.0)",russian,"(10.49773, -63.16987)",12037.709480731557,23,2159,2166
233,"(6, -60)","(46.0, 2.0)",french,"(49.30494, 1.21706)",372.2413951602369,23,1480,1486
234,"(48, 20)","(54.75844, -2.69531)",britain,"(54.75844, -2.69531)",0.0,23,2998,3005
235,"(-8, 158)","(46.0, 2.0)",france,"(46.0, 2.0)",0.0,23,1047,1053
236,"(24, 58)","(46.0, 2.0)",france,"(25.26367, 55.31255)",5224.736561414581,23,1456,1462
237,"(50, 0)","(46.0, 2.0)",france,"(46.0, 2.0)",0.0,23,1569,1575
238,"(-4, 150)","(54.75844, -2.69531)",britain,"(54.75844, -2.69531)",0.0,23,1438,1445
239,"(-14, -48)","(54.75844, -2.69531)",britain,"(54.75844, -2.69531)",0.0,23,1637,1644
240,"(48, 20)","(54.75844, -2.69531)",britain,"(54.75844, -2.69531)",0.0,23,2454,2461
241,"(52, 16)","(54.75844, -2.69531)",britain,"(54.75844, -2.69531)",0.0,23,3538,3545
242,"(60, 100)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,929,935
243,"(56, 36)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,2345,2351
244,"(54, -6)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,2216,2222
245,"(54, -6)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,1408,1414
246,"(60, 100)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,850,856
247,"(34, 44)","(60.0, 100.0)",soviet union,"(60.0, 98.0)",111.22202004214085,23,1754,1766
248,"(60, 100)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,1222,1228
249,"(54, -6)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,1779,1785
250,"(60, 100)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,963,969
251,"(60, 100)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,612,618
252,"(52, -2)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,2887,2893
253,"(70, -172)","(39.76, -98.5)",united states,"(39.76, -98.5)",0.0,23,201,214
254,"(44, 74)","(55.75222, 37.61556)",moscow,"(55.76167, 37.60667)",1.1892732106257402,23,471,477
255,"(58, 68)","(38.89511, -77.03637)",washington,"(47.50012, -120.50147)",3600.931255621103,23,132,142
256,"(52, -2)","(55.75222, 37.61556)",moscow,"(55.76167, 37.60667)",1.1892732106257402,23,3728,3734
257,"(56, 36)","(55.75222, 37.61556)",moscow,"(55.76167, 37.60667)",1.1892732106257402,23,2503,2509
258,"(60, 100)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,1196,1202
259,"(44, 24)","(51.50853, -0.12574)",london,"(51.49227, -0.30864)",12.792363846659397,23,2548,2554
260,"(52, -2)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,2528,2534
261,"(52, -2)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,23,2427,2433
262,"(52, 16)","(54.75844, -2.69531)",british,"(35.32824, 33.33573)",3499.3708955340726,23,2599,2606
263,"(52, -2)","(54.75844, -2.69531)",united kingdom,"(54.75844, -2.69531)",0.0,23,1849,1863
264,"(58, 68)","(38.92483, -77.07526)",russian embassy,"(35.69866, 51.41394)",10179.752104383067,23,289,304
265,"(48, 20)","(39.76, -98.5)",united states,"(39.76, -98.5)",0.0,23,3478,3491
